stim_idx,doc_idx,split,topic_true,topic_foreign,foreign_stim_idx,topic_in_default_explanation,error,p3_true,p3_foreign,n_tok_true,n_tok_foreign,p3_true_pt,p3_foreign_pt,p3_true_swap,p3_foreign_swap,p3_true_noinj,p3_foreign_noinj,p3_true_noinj_pt,p3_foreign_noinj_pt,p3_true_corr,p3_foreign_corr,p3_true_swap_corr,p3_foreign_swap_corr
166,498,eval,Directed acyclic graph,Kitsune,66,True,,-6.41307258605957,-25.8820743560791,4,2,-1.6032681465148926,-12.94103717803955,-34.572269439697266,-15.752910614013672,-22.026283264160156,-19.240541458129883,-5.506570816040039,-9.620270729064941,15.613210678100586,-6.641532897949219,-12.54598617553711,3.487630844116211
167,424,eval,Adams River (British Columbia),Geopyxis carbonaria,67,False,,-28.443450927734375,-47.910099029541016,6,5,-4.7405751546223955,-9.582019805908203,-41.66205978393555,-38.13719177246094,-31.734764099121094,-48.21440124511719,-5.289127349853516,-9.642880249023438,3.2913131713867188,0.3043022155761719,-9.927295684814453,10.07720947265625
168,205,eval,Stop!! Hibari-kun!,Texas A & M Singing Cadets,68,False,,-62.77337646484375,-77.2699966430664,7,8,-8.967625209263392,-9.6587495803833,-81.62146759033203,-33.47311019897461,-65.17628479003906,-61.33058166503906,-9.310897827148438,-7.666322708129883,2.4029083251953125,-15.939414978027344,-16.44518280029297,27.857471466064453
169,263,eval,Kedok Ketawa,Georgian scripts,69,False,,-40.38602066040039,-32.5195426940918,5,2,-8.077204132080078,-16.2597713470459,-57.43921661376953,-24.016796112060547,-47.323875427246094,-30.983692169189453,-9.464775085449219,-15.491846084594727,6.937854766845703,-1.5358505249023438,-10.115341186523438,6.966896057128906
170,282,eval,Gerard (archbishop of York),God's Choice,70,False,,-33.390167236328125,-30.958885192871094,7,3,-4.770023890904018,-10.319628397623697,-61.736385345458984,-32.114505767822266,-36.35336685180664,-25.382139205932617,-5.193338121686663,-8.460713068644205,2.9631996154785156,-5.576745986938477,-25.383018493652344,-6.732366561889648
171,21,eval,South of Heaven,Inocybe praetervisa,71,False,,-26.074357986450195,-42.721717834472656,3,7,-8.691452662150065,-6.103102547781808,-40.716827392578125,-32.956321716308594,-31.051931381225586,-35.71596908569336,-10.350643793741861,-5.1022812979561945,4.977573394775391,-7.005748748779297,-9.664896011352539,2.7596473693847656
172,448,eval,Blackburn Firecrest,"No result, Pts",72,False,,-32.65899658203125,-66.47015380859375,3,5,-10.886332194010416,-13.29403076171875,-43.39903259277344,-60.51261901855469,-36.97683334350586,-51.12892532348633,-12.325611114501953,-10.225785064697266,4.317836761474609,-15.341228485107422,-6.422199249267578,-9.38369369506836
173,474,eval,Tropical Storm Olaf (1997),First-move advantage in chess,73,False,,-29.48666763305664,-63.6888542175293,10,5,-2.9486667633056642,-12.73777084350586,-52.7025146484375,-35.767948150634766,-34.91407012939453,-33.9012565612793,-3.491407012939453,-6.780251312255859,5.427402496337891,-29.78759765625,-17.78844451904297,-1.8666915893554688
174,155,eval,Sister Wives,Lost Horizons (Lemon Jelly album),74,False,,-28.34830093383789,-67.3058853149414,3,9,-9.44943364461263,-7.478431701660156,-34.62940979003906,-53.59719467163086,-27.626943588256836,-63.526851654052734,-9.208981196085611,-7.058539072672526,-0.7213573455810547,-3.779033660888672,-7.002466201782227,9.929656982421875
175,125,eval,Ireland,2010 Haiti earthquake,75,False,,-19.289432525634766,-40.962310791015625,1,7,-19.289432525634766,-5.851758684430804,-23.68107032775879,-20.02972984313965,-13.767661094665527,-24.901029586791992,-13.767661094665527,-3.5572899409702847,-5.521771430969238,-16.061281204223633,-9.913409233093262,4.871299743652344
176,429,eval,James Robert Baker,Star,76,False,,-23.125572204589844,-12.589925765991211,3,1,-7.708524068196614,-12.589925765991211,-31.31592559814453,-8.906637191772461,-24.14082908630371,-13.986411094665527,-8.046943028767904,-13.986411094665527,1.0152568817138672,1.3964853286743164,-7.17509651184082,5.079773902893066
177,273,eval,Rob Howard,Cadmium,77,False,,-17.73198127746582,-30.30620765686035,2,2,-8.86599063873291,-15.153103828430176,-33.50897979736328,-13.955789566040039,-25.466236114501953,-23.579124450683594,-12.733118057250977,-11.789562225341797,7.734254837036133,-6.727083206176758,-8.042743682861328,9.623334884643555
178,61,eval,"The Fox, the Wolf and the Husbandman",Vitamin D (Glee),78,False,,-59.892696380615234,-45.24058151245117,9,6,-6.654744042290582,-7.540096918741862,-65.80564880371094,-37.12137985229492,-59.970394134521484,-46.14631652832031,-6.663377126057942,-7.691052754720052,0.07769775390625,0.9057350158691406,-5.835254669189453,9.02493667602539
179,382,eval,Boy-Scoutz ' n the Hood,Paul Thomas Anderson,79,False,,-49.45708465576172,-14.117496490478516,9,3,-5.495231628417969,-4.705832163492839,-71.52685546875,-7.9305877685546875,-60.759613037109375,-16.772720336914062,-6.751068115234375,-5.5909067789713545,11.302528381347656,2.655223846435547,-10.767242431640625,8.842132568359375
180,122,eval,M-122 (Michigan highway),Le souper de Beaucaire,80,False,,-47.34235763549805,-65.50003051757812,9,7,-5.260261959499783,-9.357147216796875,-70.02477264404297,-43.70225143432617,-49.35719680786133,-34.40599822998047,-5.4841329786512585,-4.9151426042829245,2.0148391723632812,-31.094032287597656,-20.66757583618164,-9.296253204345703
181,535,eval,Diamond stingray,AIL Storm,81,False,,-27.5084171295166,-40.12007141113281,3,3,-9.169472376505533,-13.373357137044271,-35.642799377441406,-32.31707000732422,-36.16179656982422,-29.160980224609375,-12.053932189941406,-9.720326741536459,8.653379440307617,-10.959091186523438,0.5189971923828125,-3.1560897827148438
182,362,eval,E. W. Hornung,Fieldfare,82,False,,-25.401718139648438,-30.575834274291992,6,2,-4.233619689941406,-15.287917137145996,-41.54593276977539,-19.685503005981445,-24.580827713012695,-27.808475494384766,-4.096804618835449,-13.904237747192383,-0.8208904266357422,-2.7673587799072266,-16.965105056762695,8.12297248840332
183,81,eval,Yamaha NS-10,2nd Battalion 9th Marines,83,False,,-30.033578872680664,-50.21197509765625,5,8,-6.006715774536133,-6.276496887207031,-46.783966064453125,-21.97745704650879,-30.98383331298828,-31.82878303527832,-6.196766662597656,-3.97859787940979,0.9502544403076172,-18.38319206237793,-15.800132751464844,9.851325988769531
184,140,eval,Florida State Road 878,Central Area Command (RAAF),84,False,,-34.598148345947266,-56.164466857910156,7,7,-4.942592620849609,-8.023495265415736,-55.4744873046875,-34.87093734741211,-38.801246643066406,-51.548301696777344,-5.543035234723773,-7.364043099539621,4.203098297119141,-4.6161651611328125,-16.673240661621094,16.677364349365234
185,226,eval,Qedarite,The Food Album,85,False,,-19.15986442565918,-43.47190856933594,3,3,-6.386621475219727,-14.490636189778646,-36.73323059082031,-36.15461730957031,-30.629993438720703,-33.46306610107422,-10.2099978129069,-11.15435536702474,11.470129013061523,-10.008842468261719,-6.103237152099609,-2.6915512084960938
186,461,eval,Kyra (Charmed),Independence Day (India),86,False,,-29.691015243530273,-28.856386184692383,6,5,-4.948502540588379,-5.771277236938476,-53.40217971801758,-14.035593032836914,-36.999454498291016,-21.15336799621582,-6.166575749715169,-4.230673599243164,7.308439254760742,-7.7030181884765625,-16.402725219726562,7.117774963378906
187,70,eval,Corn crake,Project Chanology,87,False,,-22.597766876220703,-38.38314437866211,3,3,-7.532588958740234,-12.794381459554037,-43.37495422363281,-17.674718856811523,-37.1702766418457,-30.702213287353516,-12.390092213948568,-10.234071095784506,14.572509765625,-7.680931091308594,-6.204677581787109,13.027494430541992
188,451,eval,Battle of Binh Gia,Draining and development of the Everglades,88,False,,-33.84577178955078,-51.164512634277344,6,9,-5.64096196492513,-5.684945848253038,-41.3951416015625,-38.26686096191406,-32.756038665771484,-52.70238494873047,-5.459339777628581,-5.855820549858941,-1.0897331237792969,1.537872314453125,-8.639102935791016,14.435523986816406
189,230,eval,Somerset County Cricket Club in 2009,Banksia violacea,89,False,,-32.31009292602539,-49.278892517089844,10,4,-3.231009292602539,-12.319723129272461,-60.6148796081543,-22.489896774291992,-44.82101058959961,-29.9198055267334,-4.482101058959961,-7.47995138168335,12.510917663574219,-19.359086990356445,-15.793869018554688,7.429908752441406
190,504,eval,Erving Goffman,10.6 ° compared to 7 ° for Mercury and 17 ° for Pluto) and moderately eccentric (e,90,True,,-9.688811302185059,-186.12579345703125,5,26,-1.9377622604370117,-7.158684363731971,-43.29898452758789,-152.87062072753906,-17.131591796875,-164.48228454589844,-3.426318359375,-6.326241713303786,7.442780494689941,-21.643508911132812,-26.16739273071289,11.611663818359375
191,45,eval,West End Girls,Gertrude Barrows Bennett,91,False,,-26.33876609802246,-41.322139739990234,3,6,-8.77958869934082,-6.887023289998372,-29.577407836914062,-18.560550689697266,-26.97701072692871,-26.365955352783203,-8.992336908976236,-4.394325892130534,0.63824462890625,-14.956184387207031,-2.6003971099853516,7.8054046630859375
192,357,eval,SS El Sol,Memory Almost Full,92,False,,-23.95732879638672,-43.85407257080078,3,3,-7.985776265462239,-14.618024190266928,-54.19621276855469,-35.209468841552734,-34.904266357421875,-35.74689483642578,-11.634755452473959,-11.915631612141928,10.946937561035156,-8.107177734375,-19.291946411132812,0.5374259948730469
193,2,eval,Cicely Mary Barker,Khoo Kheng-Hor,93,False,,-16.53315544128418,-43.325111389160156,4,6,-4.133288860321045,-7.220851898193359,-40.532779693603516,-39.6302490234375,-22.280393600463867,-42.54875946044922,-5.570098400115967,-7.09145991007487,5.7472381591796875,-0.7763519287109375,-18.25238609313965,2.9185104370117188
194,92,eval,Zhou Tong (archer),The Convict (1910 film),94,False,,-35.35807418823242,-53.286598205566406,6,10,-5.893012364705403,-5.3286598205566404,-51.342681884765625,-43.73898696899414,-36.244712829589844,-45.04016876220703,-6.040785471598308,-4.504016876220703,0.8866386413574219,-8.246429443359375,-15.097969055175781,1.3011817932128906
195,422,eval,Comair Flight 5191,The Moth (Lost),95,False,,-31.26325035095215,-59.880287170410156,8,6,-3.9079062938690186,-9.980047861735025,-53.231048583984375,-39.164512634277344,-38.04923629760742,-40.129024505615234,-4.756154537200928,-6.688170750935872,6.785985946655273,-19.751262664794922,-15.181812286376953,0.9645118713378906
196,189,eval,Elgin Cathedral,Joe Nathan,96,False,,-18.187746047973633,-37.85547637939453,3,2,-6.062582015991211,-18.927738189697266,-34.923587799072266,-15.00938606262207,-17.989850997924805,-23.934261322021484,-5.9966169993082685,-11.967130661010742,-0.19789505004882812,-13.921215057373047,-16.93373680114746,8.924875259399414
197,569,eval,Islais Creek,2011 – 12 Columbus Blue Jackets season,97,False,,-23.37431526184082,-66.86380004882812,3,13,-7.7914384206136065,-5.14336923452524,-36.65154266357422,-37.1790885925293,-30.67801856994629,-43.574790954589844,-10.226006189982096,-3.3519069965069113,7.303703308105469,-23.28900909423828,-5.97352409362793,6.395702362060547
198,170,eval,"14.1 years), 115mCd (t1 / 2",Skye,98,False,,-128.06748962402344,-24.000415802001953,19,2,-6.740394190738075,-12.000207901000977,-127.06482696533203,-24.680057525634766,-129.0928955078125,-19.02553939819336,-6.794362921463816,-9.51276969909668,1.0254058837890625,-4.974876403808594,2.0280685424804688,-5.654518127441406
199,269,eval,Superman: Escape from Krypton,Maggie Simpson,99,False,,-31.583236694335938,-26.50674819946289,6,2,-5.263872782389323,-13.253374099731445,-31.544897079467773,-22.465492248535156,-30.474802017211914,-21.16152572631836,-5.079133669535319,-10.58076286315918,-1.1084346771240234,-5.345222473144531,-1.0700950622558594,-1.3039665222167969
