stim_idx,doc_idx,split,topic_true,topic_foreign,foreign_stim_idx,error,p3_n_tok_true,p3_n_tok_foreign,base_p3_true,base_p3_foreign,base_p3_true_swap,base_p3_foreign_swap,base_p3_true_noinj,base_p3_foreign_noinj,base_p3_true_pt,base_p3_foreign_pt,cc_n_tok_true,cc_n_tok_foreign,base_cc_true,base_cc_foreign,base_cc_true_swap,base_cc_foreign_swap,base_cc_true_noinj,base_cc_foreign_noinj,base_cc_true_pt,base_cc_foreign_pt,av_p3_true,av_p3_foreign,av_p3_true_swap,av_p3_foreign_swap,av_p3_true_noinj,av_p3_foreign_noinj,av_cc_true,av_cc_foreign,av_cc_true_swap,av_cc_foreign_swap,av_cc_true_noinj,av_cc_foreign_noinj,text_true,text_true_noinj,text_n_tok_true,text_foreign,text_foreign_noinj,text_n_tok_foreign,text_prefix_tokens
79,60,eval,Paul Thomas Anderson,Boy-Scoutz ' n the Hood,179,,3,9,-31.075971603393555,-65.2950439453125,-31.709714889526367,-67.19422149658203,-28.043018341064453,-63.06156539916992,-10.358657201131185,-7.2550048828125,3,9,-38.960906982421875,-68.06707000732422,-34.296852111816406,-64.72534942626953,-31.803865432739258,-67.64885711669922,-12.986968994140625,-7.5630077785915795,-7.930587768554688,-71.52685546875,-14.117496490478516,-49.45708465576172,-16.772720336914062,-60.759613037109375,-11.229497909545898,-73.61608123779297,-16.18015480041504,-51.54624938964844,-17.866455078125,-62.48388671875,-2.2008984088897705,-14.560338020324707,3,-47.782447814941406,-49.92420196533203,9,25
80,528,eval,Le souper de Beaucaire,M-122 (Michigan highway),180,,7,9,-48.033538818359375,-70.2523422241211,-48.27349853515625,-73.95072174072266,-47.46978759765625,-64.74325561523438,-6.861934116908482,-7.805815802680121,7,9,-50.60868835449219,-84.65238189697266,-53.665740966796875,-79.96680450439453,-56.60260009765625,-80.72955322265625,-7.2298126220703125,-9.40582021077474,-43.70225143432617,-70.02477264404297,-65.50003051757812,-47.34235763549805,-34.40599822998047,-49.35719680786133,-43.00408935546875,-71.48202514648438,-66.82781219482422,-47.69477081298828,-33.940040588378906,-51.54554748535156,-4.279732704162598,-29.518508911132812,7,-63.589210510253906,-43.10753631591797,9,431
81,149,eval,AIL Storm,Diamond stingray,181,,3,3,-46.5565185546875,-43.24727249145508,-46.65046691894531,-39.76751708984375,-39.87879943847656,-40.118289947509766,-15.518839518229166,-14.415757497151693,3,3,-46.229042053222656,-52.107147216796875,-51.25785827636719,-47.72600173950195,-46.624481201171875,-47.134925842285156,-15.409680684407553,-17.369049072265625,-32.31707000732422,-35.642799377441406,-40.12007141113281,-27.5084171295166,-29.160980224609375,-36.16179656982422,-33.19641876220703,-36.6753044128418,-40.0857048034668,-27.31913375854492,-30.086151123046875,-37.69851303100586,-4.938004970550537,-28.72460174560547,3,-34.41416931152344,-29.522987365722656,3,219
82,207,eval,Fieldfare,E. W. Hornung,182,,2,6,-32.23225021362305,-34.79008102416992,-33.74488830566406,-40.691253662109375,-33.76612091064453,-40.02668380737305,-16.116125106811523,-5.798346837361653,2,6,-37.19514083862305,-43.81155776977539,-38.80279541015625,-43.897132873535156,-40.45441818237305,-40.91534423828125,-18.597570419311523,-7.301926294962565,-19.685503005981445,-41.54593276977539,-30.575834274291992,-25.40171813964844,-27.80847549438477,-24.580827713012695,-21.99314308166504,-42.888545989990234,-33.85625076293945,-28.219667434692383,-29.320369720458984,-25.712703704833984,-2.9586117267608643,-21.170242309570312,2,-31.266616821289062,-23.745952606201172,6,225
83,497,eval,2nd Battalion 9th Marines,Yamaha NS-10,183,,8,5,-42.49835968017578,-38.12056350708008,-43.918922424316406,-41.510276794433594,-44.8695068359375,-33.25505447387695,-5.312294960021973,-7.624112701416015,8,5,-64.83014678955078,-45.27724075317383,-63.72134780883789,-48.65461349487305,-58.131317138671875,-37.35956954956055,-8.103768348693848,-9.055448150634765,-21.97745704650879,-46.783966064453125,-50.21197509765625,-30.033578872680664,-31.82878303527832,-30.98383331298828,-22.492841720581055,-47.84317779541016,-52.91625213623047,-33.5891227722168,-33.724220275878906,-33.024688720703125,-2.7363364696502686,-23.62047004699707,8,-41.220211029052734,-20.790557861328125,5,131
84,69,eval,Central Area Command (RAAF),Florida State Road 878,184,,7,7,-69.11246490478516,-55.956939697265625,-69.18130493164062,-49.65137481689453,-68.92955017089844,-47.78760528564453,-9.873209272112165,-7.993848528180804,7,7,-71.74739837646484,-61.67151641845703,-74.76351928710938,-51.27851867675781,-69.04136657714844,-46.20022964477539,-10.249628339494977,-8.810216631208148,-34.87093734741211,-55.4744873046875,-56.16446685791016,-34.598148345947266,-51.548301696777344,-38.801246643066406,-36.90001678466797,-56.658748626708984,-58.79237365722656,-36.87874221801758,-51.94538879394531,-42.07035446166992,-5.749398708343506,-41.94996643066406,7,-38.16205596923828,-30.800487518310547,7,55
85,173,eval,The Food Album,Qedarite,185,,3,3,-52.301368713378906,-57.80812454223633,-47.71401596069336,-59.10188674926758,-44.85576629638672,-50.103580474853516,-17.4337895711263,-19.26937484741211,3,3,-58.65557098388672,-62.881961822509766,-50.89680862426758,-62.0161247253418,-50.33504867553711,-45.9290771484375,-19.551856994628906,-20.96065394083659,-36.15461730957031,-36.73323059082031,-43.47190856933594,-19.15986442565918,-33.46306610107422,-30.629993438720703,-38.82508087158203,-37.0244140625,-46.19051742553711,-21.692502975463867,-34.90637969970703,-30.192893981933594,-2.6212782859802246,-27.999954223632812,3,-51.067405700683594,-22.113460540771484,3,156
86,425,eval,Independence Day (India),Kyra (Charmed),186,,5,6,-39.01706314086914,-51.85886001586914,-39.22494888305664,-50.3398551940918,-35.84076690673828,-51.604026794433594,-7.803412628173828,-8.64314333597819,5,6,-46.63446807861328,-57.65651321411133,-47.75039291381836,-53.644935607910156,-37.881622314453125,-57.90966033935547,-9.326893615722657,-9.609418869018555,-14.035593032836914,-53.40217971801758,-28.856386184692383,-29.691015243530273,-21.15336799621582,-36.999454498291016,-17.976930618286133,-53.51403045654297,-33.90349197387695,-31.939678192138672,-24.155668258666992,-37.88705825805664,-8.388094902038574,-19.70728874206543,5,-45.75138854980469,-31.265186309814453,6,388
87,413,eval,Project Chanology,Corn crake,187,,3,3,-35.68063735961914,-38.96786880493164,-36.589359283447266,-35.26520919799805,-33.06221389770508,-33.95248794555664,-11.893545786539713,-12.98928960164388,3,3,-38.52557373046875,-44.078956604003906,-39.91082763671875,-40.26597213745117,-34.61335372924805,-40.373374938964844,-12.84185791015625,-14.692985534667969,-17.674718856811523,-43.37495422363281,-38.38314437866211,-22.597766876220703,-30.702213287353516,-37.1702766418457,-19.25472640991211,-44.268463134765625,-38.93645095825195,-23.88825798034668,-31.69856834411621,-37.0374641418457,-1.2445226907730103,-22.188901901245117,3,-34.444374084472656,-26.298828125,3,475
88,537,eval,Draining and development of the Everglades,Battle of Binh Gia,188,,9,6,-51.432071685791016,-42.73164749145508,-52.543453216552734,-43.38094711303711,-49.70230484008789,-39.40213394165039,-5.714674631754558,-7.121941248575847,9,6,-70.09416198730469,-49.848838806152344,-67.58924102783203,-49.442344665527344,-70.76154327392578,-47.26504135131836,-7.788240220811632,-8.30813980102539,-38.26686096191406,-41.3951416015625,-51.164512634277344,-33.84577178955078,-52.70238494873047,-32.756038665771484,-40.99993896484375,-44.39397811889648,-52.80184555053711,-36.18150329589844,-54.398170471191406,-33.9549560546875,-6.603520393371582,-34.54581832885742,9,-42.549442291259766,-28.50961685180664,6,74
89,272,eval,Banksia violacea,Somerset County Cricket Club in 2009,189,,4,10,-42.32834243774414,-46.81583023071289,-41.85983657836914,-46.09370040893555,-38.76285934448242,-42.32427978515625,-10.582085609436035,-4.681583023071289,4,10,-47.932777404785156,-60.63188552856445,-47.889522552490234,-53.2567024230957,-41.717403411865234,-51.678646087646484,-11.983194351196289,-6.063188552856445,-22.489896774291992,-60.6148796081543,-49.27889251708984,-32.31009292602539,-29.9198055267334,-44.82101058959961,-27.76734733581543,-59.07915496826172,-51.703731536865234,-33.5083122253418,-32.730873107910156,-45.726322174072266,-0.7715417146682739,-26.016611099243164,4,-37.89750671386719,-31.74799919128418,10,378
90,549,eval,10.6 ° compared to 7 ° for Mercury and 17 ° for Pluto) and moderately eccentric (e,Erving Goffman,190,,26,5,-120.6812973022461,-32.39354705810547,-117.55296325683594,-30.538185119628906,-116.03913879394531,-30.217876434326172,-4.641588357778696,-6.478709411621094,26,5,-137.77639770507812,-37.624664306640625,-138.50218200683594,-34.34577941894531,-136.16363525390625,-32.63193130493164,-5.299092219426082,-7.524932861328125,-152.87062072753906,-43.29898452758789,-186.12579345703125,-9.68881130218506,-164.48228454589844,-17.131591796875,-154.51800537109375,-44.21290588378906,-189.8509979248047,-12.069263458251951,-163.72598266601562,-18.790613174438477,-36.19091033935547,-87.35504150390625,26,-34.754493713378906,-15.77665901184082,5,477
91,219,eval,Gertrude Barrows Bennett,West End Girls,191,,6,3,-43.294612884521484,-31.434986114501953,-41.82571792602539,-30.49264144897461,-41.59794235229492,-37.28681945800781,-7.215768814086914,-10.478328704833984,6,3,-51.5829963684082,-50.08531951904297,-48.40501403808594,-38.75419235229492,-49.66033935546875,-47.904502868652344,-8.597166061401367,-16.695106506347656,-18.560550689697266,-29.577407836914062,-41.322139739990234,-26.33876609802246,-26.365955352783203,-26.97701072692871,-23.73666763305664,-31.21001434326172,-43.33647155761719,-28.455585479736328,-27.835168838500977,-28.138708114624023,-0.38074013590812683,-22.226612091064453,6,-29.29751205444336,-19.070512771606445,3,497
92,531,eval,Memory Almost Full,SS El Sol,192,,3,3,-45.1215934753418,-42.911598205566406,-41.85904312133789,-46.42222595214844,-43.30384826660156,-46.24422836303711,-15.040531158447266,-14.303866068522135,3,3,-50.433101654052734,-50.98988342285156,-44.565155029296875,-52.516273498535156,-46.42903137207031,-48.75197219848633,-16.811033884684246,-16.996627807617188,-35.209468841552734,-54.19621276855469,-43.85407257080078,-23.95732879638672,-35.74689483642578,-34.904266357421875,-36.20995330810547,-52.76285934448242,-45.21288299560547,-30.597522735595703,-37.568058013916016,-36.470245361328125,-5.748465538024902,-31.280223846435547,3,-39.44365692138672,-30.91946792602539,3,24
93,416,eval,Khoo Kheng-Hor,Cicely Mary Barker,193,,6,4,-64.14447021484375,-30.67804718017578,-64.04679107666016,-30.94965171813965,-67.60962677001953,-30.558752059936523,-10.690745035807291,-7.669511795043945,6,4,-67.93114471435547,-33.01010513305664,-66.76901245117188,-32.162357330322266,-69.61076354980469,-34.945587158203125,-11.321857452392578,-8.25252628326416,-39.6302490234375,-40.53277969360352,-43.32511138916016,-16.53315544128418,-42.54875946044922,-22.280393600463867,-40.28155517578125,-41.52724075317383,-46.040740966796875,-19.490570068359375,-42.90590286254883,-23.859392166137695,-1.4382590055465698,-47.854705810546875,6,-27.201339721679688,-15.115586280822754,4,445
94,576,eval,The Convict (1910 film),Zhou Tong (archer),194,,10,6,-71.92366790771484,-47.509056091308594,-68.087890625,-46.740745544433594,-63.38185119628906,-44.76845169067383,-7.1923667907714846,-7.918176015218099,10,6,-83.29158020019531,-51.904998779296875,-84.75756072998047,-53.267940521240234,-75.98516082763672,-47.5181770324707,-8.32915802001953,-8.650833129882812,-43.73898696899414,-51.342681884765625,-53.286598205566406,-35.35807418823242,-45.04016876220703,-36.24471282958984,-46.36347198486328,-53.351470947265625,-54.40311813354492,-37.72697067260742,-46.29182434082031,-38.25136947631836,-12.576669692993164,-35.30818557739258,10,-44.035400390625,-29.374616622924805,6,503
95,297,eval,The Moth (Lost),Comair Flight 5191,195,,6,8,-60.19113540649414,-51.70138168334961,-53.236263275146484,-53.71925354003906,-52.08148193359375,-45.612667083740234,-10.031855901082357,-6.462672710418701,6,8,-68.05387878417969,-53.5326042175293,-60.98075485229492,-55.14192581176758,-62.16841506958008,-46.99510192871094,-11.342313130696615,-6.691575527191162,-39.164512634277344,-53.231048583984375,-59.88028717041016,-31.26325035095215,-40.129024505615234,-38.04923629760742,-41.240604400634766,-53.78668975830078,-61.15129089355469,-32.326175689697266,-41.30486679077149,-39.007965087890625,-13.272058486938477,-37.68316650390625,6,-32.31623458862305,-24.15862274169922,8,491
96,62,eval,Joe Nathan,Elgin Cathedral,196,,2,3,-36.92658233642578,-33.02207946777344,-37.80316162109375,-32.44249725341797,-37.25481414794922,-29.80107307434082,-18.46329116821289,-11.007359822591146,2,3,-40.59897994995117,-43.451229095458984,-42.29751968383789,-44.67304229736328,-40.95447540283203,-42.8643798828125,-20.299489974975586,-14.483743031819662,-15.00938606262207,-34.923587799072266,-37.85547637939453,-18.187746047973633,-23.934261322021484,-17.989850997924805,-18.46574592590332,-36.842140197753906,-39.59474182128906,-21.28600692749023,-25.789531707763672,-19.181543350219727,-0.3693241477012634,-17.390348434448242,2,-31.298892974853516,-15.45330810546875,3,90
97,5,eval,2011 – 12 Columbus Blue Jackets season,Islais Creek,197,,13,3,-76.26598358154297,-32.892730712890625,-73.57657623291016,-33.2015266418457,-70.13882446289062,-31.10269546508789,-5.866614121657151,-10.964243570963541,13,3,-85.34587097167969,-37.57321548461914,-84.42684173583984,-34.45792770385742,-82.57532501220703,-36.48377990722656,-6.565066997821514,-12.524405161539713,-37.1790885925293,-36.65154266357422,-66.86380004882812,-23.37431526184082,-43.57479095458984,-30.67801856994629,-37.691612243652344,-36.47007751464844,-65.29447174072266,-25.54010772705078,-44.74567413330078,-32.546077728271484,-11.745331764221191,-37.828773498535156,13,-28.95931625366211,-20.819875717163086,3,499
98,550,eval,Skye,"14.1 years), 115mCd (t1 / 2",198,,2,19,-26.845361709594727,-118.01568603515625,-21.82149887084961,-119.02955627441406,-27.163476943969727,-120.20553588867188,-13.422680854797363,-6.211351896587171,2,19,-38.70082092285156,-136.1031036376953,-23.947309494018555,-132.2024688720703,-33.593772888183594,-138.81480407714844,-19.35041046142578,-7.163321244089227,-24.68005752563477,-127.06482696533205,-24.000415802001953,-128.06748962402344,-19.02553939819336,-129.0928955078125,-26.16608428955078,-127.73690795898438,-27.945077896118164,-135.4098358154297,-19.94536590576172,-127.9541244506836,-1.846747875213623,-14.423681259155273,2,-114.58570861816406,-90.6954116821289,19,458
99,337,eval,Maggie Simpson,Superman: Escape from Krypton,199,,2,6,-26.61185646057129,-46.07189178466797,-28.019224166870117,-47.58531188964844,-26.567415237426758,-45.015411376953125,-13.305928230285645,-7.678648630777995,2,6,-31.223478317260742,-51.91007995605469,-31.299251556396484,-55.21915817260742,-30.69239616394043,-49.969730377197266,-15.611739158630371,-8.651679992675781,-22.465492248535156,-31.544897079467773,-26.50674819946289,-31.583236694335938,-21.16152572631836,-30.47480201721191,-24.261001586914062,-36.13343811035156,-27.821664810180664,-34.27006149291992,-22.042463302612305,-35.176063537597656,-0.40670400857925415,-15.662034034729004,2,-34.451194763183594,-23.323139190673828,6,424
100,379,eval,Politics of Croatia,Tropical Storm Brenda (1960),0,,3,9,-45.748008728027344,-58.08205032348633,-47.07590103149414,-61.67863082885742,-44.21009826660156,-56.21100997924805,-15.249336242675781,-6.453561147054036,3,9,-52.06165313720703,-62.50101852416992,-53.438995361328125,-65.51874542236328,-51.10380935668945,-58.93115997314453,-17.35388437906901,-6.944557613796658,-15.644479751586914,-64.1734848022461,-44.78202819824219,-35.46272277832031,-23.3262939453125,-34.351749420166016,-15.687050819396973,-61.806976318359375,-44.33456802368164,-38.01298904418945,-25.977642059326172,-35.465335845947266,-7.547609806060791,-23.067529678344727,3,-44.758277893066406,-42.63676834106445,9,255
101,538,eval,DuMont Television Network,Hoover Dam,1,,4,2,-34.822471618652344,-24.82982635498047,-35.96444320678711,-26.352760314941406,-32.00077819824219,-22.6522216796875,-8.705617904663086,-12.414913177490234,4,2,-41.19492721557617,-26.726226806640625,-39.394100189208984,-27.494373321533203,-37.945648193359375,-25.76125144958496,-10.298731803894043,-13.363113403320312,-21.754222869873047,-26.984270095825195,-38.21002960205078,-14.450244903564451,-27.479890823364254,-21.037670135498047,-26.08094024658203,-28.821319580078125,-38.76324462890625,-17.235231399536133,-28.382564544677734,-22.599742889404297,-3.402462959289551,-20.83878517150879,4,-21.590579986572266,-13.585074424743652,2,132
102,75,eval,Sarnia,Cape lobster,2,,3,2,-41.379539489746094,-37.92664337158203,-36.01831817626953,-37.157135009765625,-40.253944396972656,-37.068946838378906,-13.793179829915365,-18.963321685791016,3,2,-49.17633056640625,-42.158565521240234,-42.04785919189453,-39.217933654785156,-54.54116439819336,-41.85650634765625,-16.392110188802082,-21.079282760620117,-16.839923858642578,-39.864593505859375,-23.043060302734375,-19.08112907409668,-22.0978946685791,-29.520832061767575,-19.207536697387695,-40.889617919921875,-23.839263916015625,-22.981374740600582,-23.46190643310547,-30.71691513061523,-1.3133045434951782,-15.534737586975098,3,-31.58518409729004,-24.48439598083496,2,414
103,95,eval,Why Does It Hurt So Bad,June 1941 uprising in eastern Herzegovina,3,,6,12,-56.2756462097168,-60.90013122558594,-48.474849700927734,-60.174415588378906,-44.506004333496094,-55.968814849853516,-9.379274368286133,-5.075010935465495,6,12,-56.982337951660156,-67.28559875488281,-53.45138168334961,-64.6495361328125,-52.912384033203125,-60.05417251586914,-9.497056325276693,-5.607133229573567,-41.376441955566406,-82.71575164794922,-43.30804061889648,-45.60056686401367,-40.40462875366211,-59.764278411865234,-44.15190505981445,-84.05204010009766,-46.333221435546875,-49.0732536315918,-43.881927490234375,-62.063358306884766,-9.636816024780273,-28.393770217895508,6,-52.73105239868164,-44.51813888549805,12,475
104,469,eval,Martin Keamy,Pokiri,4,,3,2,-51.76555633544922,-40.2485237121582,-48.649169921875,-40.40987014770508,-52.51911163330078,-39.54576873779297,-17.25518544514974,-20.1242618560791,3,2,-54.77978515625,-42.86164474487305,-53.165863037109375,-44.94036865234375,-52.113304138183594,-38.897552490234375,-18.259928385416668,-21.430822372436523,-34.23883056640625,-36.410587310791016,-43.84767150878906,-32.34528350830078,-39.47969055175781,-28.05255889892578,-35.86275863647461,-37.78382873535156,-43.91168975830078,-32.91230773925781,-40.373260498046875,-30.253955841064453,-2.7521605491638184,-36.021034240722656,3,-36.47087860107422,-22.99979591369629,2,149
105,99,eval,New Year's Eve (Up All Night),Rebbie Jackson,5,,9,3,-67.25314331054688,-35.825077056884766,-56.13929748535156,-42.031280517578125,-57.18357467651367,-35.14889144897461,-7.472571478949653,-11.941692352294922,9,3,-72.59284973144531,-40.16542434692383,-57.93217086791992,-46.7980842590332,-65.81169128417969,-37.612159729003906,-8.065872192382812,-13.388474782307943,-41.179168701171875,-33.889373779296875,-42.665977478027344,-14.084335327148438,-39.57896041870117,-22.999818801879883,-43.07618713378906,-33.51731491088867,-45.2397346496582,-14.9987154006958,-41.47301483154297,-24.058578491210938,-11.684816360473633,-41.184356689453125,9,-23.809772491455078,-19.917375564575195,3,284
106,381,eval,Brandon Minor,Missouri River,6,,2,2,-33.05778121948242,-32.640380859375,-32.30171203613281,-25.903553009033203,-33.47723388671875,-31.12302017211914,-16.52889060974121,-16.3201904296875,2,2,-36.97372817993164,-35.268558502197266,-37.97816467285156,-30.328155517578125,-38.876834869384766,-36.62782669067383,-18.48686408996582,-17.634279251098633,-26.15790557861328,-21.732681274414062,-33.5813102722168,-17.230632781982422,-32.09962463378906,-24.066293716430664,-28.97002220153809,-22.704442977905273,-36.16168594360352,-20.48635482788086,-33.67620086669922,-26.211151123046875,-0.655852198600769,-23.521764755249023,2,-27.125436782836914,-17.305763244628906,2,236
107,280,eval,The Archaeology of Ritual and Magic,Etymology of Wicca,7,,7,6,-49.560546875,-54.379032135009766,-45.84326171875,-49.8574333190918,-43.785377502441406,-50.278724670410156,-7.080078125,-9.063172022501627,7,6,-54.23381042480469,-62.21875762939453,-49.911556243896484,-57.708946228027344,-50.29507827758789,-55.01383972167969,-7.747687203543527,-10.369792938232422,-45.855865478515625,-47.901126861572266,-46.95723342895508,-22.955564498901367,-41.5867805480957,-29.80327415466309,-48.67316436767578,-51.438453674316406,-50.6392936706543,-23.62423515319824,-43.17546081542969,-30.533296585083008,-4.277878284454346,-27.588226318359375,7,-31.222904205322266,-29.150863647460938,6,478
108,91,eval,Dangerously in Love Tour,Coldrum Long Barrow,8,,5,5,-57.6024169921875,-50.80625915527344,-55.22270202636719,-51.17027282714844,-55.19189453125,-45.1086540222168,-11.5204833984375,-10.161251831054688,5,5,-61.00741958618164,-54.78507614135742,-58.2525634765625,-53.54598617553711,-62.37220001220703,-49.477806091308594,-12.201483917236327,-10.957015228271484,-33.01879119873047,-64.1652603149414,-66.01729583740234,-38.33480453491211,-46.64602279663086,-39.43998718261719,-35.33677673339844,-64.64997863769531,-67.37444305419922,-40.84960174560547,-47.5389289855957,-41.20952224731445,-8.205483436584473,-33.49750900268555,5,-35.56716537475586,-25.12731170654297,5,37
109,303,eval,M-5 (Michigan highway),Rocky Mountain Horse,9,,7,3,-69.32022857666016,-37.95816421508789,-66.3252944946289,-34.84453582763672,-61.658180236816406,-33.67387390136719,-9.902889796665736,-12.652721405029297,7,3,-80.55069732666016,-48.47382354736328,-77.54009246826172,-43.46660232543945,-72.04979705810547,-43.26361083984375,-11.507242475237165,-16.157941182454426,-42.97587966918945,-29.085050582885746,-58.21607971191406,-19.59028434753418,-45.19599533081055,-23.668474197387695,-45.8778076171875,-30.6501522064209,-61.11812973022461,-21.50646591186523,-47.55327224731445,-25.94554901123047,-3.8428330421447754,-37.76711654663086,7,-24.928747177124023,-20.891353607177734,3,380
110,160,eval,Protein,"Galveston, Texas",10,,1,5,-24.827451705932617,-33.179107666015625,-22.598526000976562,-32.967227935791016,-22.007911682128906,-30.948352813720703,-24.827451705932617,-6.635821533203125,1,5,-30.414762496948242,-37.81277084350586,-31.208463668823242,-39.56859588623047,-24.838119506835938,-38.42500686645508,-30.414762496948242,-7.562554168701172,-5.7768988609313965,-26.392784118652344,-22.244535446166992,-8.231406211853027,-16.61141014099121,-20.502029418945312,-11.898307800292969,-27.0362491607666,-24.897615432739254,-14.896613121032717,-17.597457885742188,-21.329978942871097,-6.23768424987793,-13.006309509277344,1,-32.965484619140625,-14.868488311767578,5,321
111,55,eval,2013 – 14 York City F.C. season,G.I. Joe: Retaliation,11,,15,8,-68.5455322265625,-36.247013092041016,-64.77693176269531,-39.61659622192383,-60.25983810424805,-34.90207290649414,-4.5697021484375,-4.530876636505127,15,8,-83.18561553955078,-46.38106918334961,-72.70391082763672,-47.87786865234375,-70.37641143798828,-43.52748107910156,-5.545707702636719,-5.797633647918701,-38.80665969848633,-39.89714813232422,-95.67369079589844,-23.84131622314453,-63.909889221191406,-29.575090408325195,-38.05351638793945,-44.61151123046875,-97.69224548339844,-26.410764694213867,-60.41678237915039,-32.51554870605469,-11.754876136779785,-36.78007507324219,15,-27.3159122467041,-18.769935607910156,8,31
112,591,eval,2 / 4th Machine Gun Battalion (Australia),"Strand, London",12,,12,3,-100.82612609863281,-41.21165084838867,-98.77208709716797,-42.64985275268555,-90.4450912475586,-47.023048400878906,-8.402177174886068,-13.73721694946289,12,3,-108.76274871826172,-51.84939956665039,-110.23768615722656,-53.63699722290039,-100.15653991699219,-64.3564682006836,-9.063562393188477,-17.283133188883465,-51.41060256958008,-49.33170318603515,-102.80046844482422,-20.749555587768555,-65.68612670898438,-41.52161407470703,-51.646575927734375,-50.10790252685547,-107.84293365478516,-26.18004035949707,-66.1447982788086,-42.259029388427734,-18.34822654724121,-58.61112976074219,12,-37.20631408691406,-27.934829711914062,3,373
113,52,eval,Hadji Ali,USS Breese (DD-122),13,,3,10,-36.505184173583984,-57.07758712768555,-34.797569274902344,-56.05434799194336,-34.12580108642578,-51.9533576965332,-12.168394724527994,-5.7077587127685545,3,10,-41.007110595703125,-62.00554656982422,-41.83858871459961,-63.998043060302734,-44.29456329345703,-58.13252258300781,-13.669036865234375,-6.200554656982422,-30.435033798217773,-45.816795349121094,-49.333717346191406,-31.20196533203125,-22.453031539916992,-34.3990478515625,-30.800613403320312,-46.75860595703125,-48.99468994140625,-34.67531967163086,-23.380685806274418,-35.90928268432617,-1.1500940322875977,-20.183454513549805,3,-37.56414794921875,-35.1585693359375,10,24
114,47,eval,Christmas 1994 nor 'easter,Bath Assembly Rooms,14,,10,3,-85.33940124511719,-37.115692138671875,-85.12857055664062,-39.669979095458984,-86.62384033203125,-38.35284423828125,-8.53394012451172,-12.371897379557291,10,3,-87.56338500976562,-35.838748931884766,-92.22660064697266,-45.04951095581055,-86.57379150390625,-37.396995544433594,-8.756338500976563,-11.946249643961588,-68.02790069580078,-58.43714904785156,-93.33454895019533,-21.25839614868164,-61.303688049316406,-41.610008239746094,-69.6124496459961,-56.128883361816406,-97.77184295654295,-24.9853572845459,-62.608192443847656,-42.03211212158203,-8.357393264770508,-56.19089889526367,10,-41.95417022705078,-22.926651000976562,3,392
115,415,eval,Clocks (song),Odyssey Number Five,15,,5,3,-49.51579284667969,-42.481082916259766,-49.424896240234375,-42.59796905517578,-42.25136184692383,-43.26423645019531,-9.903158569335938,-14.160360972086588,5,3,-63.70500946044922,-49.52768325805664,-55.50408172607422,-43.8466911315918,-49.68374252319336,-50.76294708251953,-12.741001892089844,-16.509227752685547,-30.59614372253418,-34.32698440551758,-36.69679260253906,-36.152801513671875,-34.40052795410156,-34.09052658081055,-31.846315383911133,-36.042083740234375,-38.74814987182617,-39.116004943847656,-35.0407829284668,-38.05774688720703,-13.322367668151855,-34.42289733886719,5,-33.7775993347168,-25.954639434814453,3,271
116,212,eval,Trials and Tribble-ations,Harold Innis,16,,6,3,-42.783348083496094,-35.38612747192383,-40.12987518310547,-31.333749771118164,-39.99098205566406,-29.071571350097656,-7.130558013916016,-11.79537582397461,6,3,-49.2713623046875,-35.208927154541016,-46.63483428955078,-37.192352294921875,-41.882259368896484,-30.20667266845703,-8.211893717447916,-11.736309051513672,-36.557621002197266,-30.602371215820312,-51.608028411865234,-9.253039360046388,-46.48721694946289,-21.75900650024414,-38.34501266479492,-29.954465866088867,-54.9419059753418,-13.355124473571776,-47.947235107421875,-22.427730560302734,-17.52642250061035,-28.78400421142578,6,-35.88507080078125,-18.31005859375,3,477
117,221,eval,Marauders (Star Trek: Enterprise),World War Z,17,,9,3,-62.39472198486328,-35.6628532409668,-65.5374526977539,-33.526092529296875,-62.152915954589844,-33.722171783447266,-6.932746887207031,-11.887617746988932,9,3,-68.07528686523438,-43.56244659423828,-71.7862319946289,-39.72865295410156,-75.84619140625,-42.73500061035156,-7.56392076280382,-14.52081553141276,-38.88029098510742,-20.88034439086914,-44.59186553955078,-17.12742805480957,-43.792816162109375,-22.196983337402344,-37.43206787109375,-22.410099029541016,-44.46857452392578,-18.613101959228516,-43.60308837890625,-24.323402404785156,-14.088802337646484,-34.340980529785156,9,-30.642318725585938,-18.829090118408203,3,49
118,567,eval,Sang Pencerah,Boise National Forest,18,,4,3,-62.45023727416992,-33.92475509643555,-59.620059967041016,-36.04927062988281,-54.65665817260742,-34.48344039916992,-15.61255931854248,-11.30825169881185,4,3,-67.41162872314453,-38.03931427001953,-64.0907974243164,-42.954490661621094,-60.82289123535156,-35.19898223876953,-16.852907180786133,-12.679771423339844,-39.333717346191406,-44.7027473449707,-60.57781982421875,-24.181955337524418,-44.01963424682617,-27.748682022094727,-42.466434478759766,-46.03472137451172,-63.94188690185547,-24.70947265625,-47.55198669433594,-29.676652908325195,-6.462917327880859,-28.285903930664062,4,-32.985164642333984,-18.299102783203125,3,434
